年度,縣市別,行業別,統計項目,單位,中小企業(百萬元),大企業(百萬元)
2016,苗栗縣,營建工程業,銷售額,百萬元,24367,4441
2016,彰化縣,營建工程業,銷售額,百萬元,43939,2488
2016,南投縣,營建工程業,銷售額,百萬元,15058, 
2016,雲林縣,營建工程業,銷售額,百萬元,44518,1526
2016,嘉義市,營建工程業,銷售額,百萬元,13105,2150
2016,嘉義縣,營建工程業,銷售額,百萬元,17166, 
2016,屏東縣,營建工程業,銷售額,百萬元,23048,2094
2016,澎湖縣,營建工程業,銷售額,百萬元,4285, 
2016,花蓮縣,營建工程業,銷售額,百萬元,14579,2788
2016,臺東縣,營建工程業,銷售額,百萬元,6970, 
2016,金門縣,營建工程業,銷售額,百萬元,7005, 
2016,連江縣,營建工程業,銷售額,百萬元,1082, 
2016,總計,批發及零售業,銷售額,百萬元,4338504,9375411
2016,臺北市,批發及零售業,銷售額,百萬元,913040,4312434
2016,新北市,批發及零售業,銷售額,百萬元,766846,1139770
2016,桃園縣,批發及零售業,銷售額,百萬元,384191,744898
2016,臺中市,批發及零售業,銷售額,百萬元,598478,755451
2016,臺南市,批發及零售業,銷售額,百萬元,308262,414513
2016,高雄市,批發及零售業,銷售額,百萬元,508805,934640
2016,基隆市,批發及零售業,銷售額,百萬元,35880,16333
2016,宜蘭縣,批發及零售業,銷售額,百萬元,50141,41712
2016,新竹市,批發及零售業,銷售額,百萬元,75294,218500
2016,新竹縣,批發及零售業,銷售額,百萬元,78533,159548
2016,苗栗縣,批發及零售業,銷售額,百萬元,54817,115602
2016,彰化縣,批發及零售業,銷售額,百萬元,184129,167259
2016,南投縣,批發及零售業,銷售額,百萬元,49127,33475
2016,雲林縣,批發及零售業,銷售額,百萬元,67048,73866
2016,嘉義市,批發及零售業,銷售額,百萬元,47977,63850
2016,嘉義縣,批發及零售業,銷售額,百萬元,46913,36123
2016,屏東縣,批發及零售業,銷售額,百萬元,81623,88914
2016,澎湖縣,批發及零售業,銷售額,百萬元,8910,4679
2016,花蓮縣,批發及零售業,銷售額,百萬元,39247,29971
2016,臺東縣,批發及零售業,銷售額,百萬元,22095,17047
2016,金門縣,批發及零售業,銷售額,百萬元,16182,6638
2016,連江縣,批發及零售業,銷售額,百萬元,966, 
2016,總計,運輸及倉儲業,銷售額,百萬元,270968,870625
2016,臺北市,運輸及倉儲業,銷售額,百萬元,51694,448872
2016,新北市,運輸及倉儲業,銷售額,百萬元,32017,81818
2016,桃園縣,運輸及倉儲業,銷售額,百萬元,30022,156510
2016,臺中市,運輸及倉儲業,銷售額,百萬元,30061,27719
2016,臺南市,運輸及倉儲業,銷售額,百萬元,14679,10681
2016,高雄市,運輸及倉儲業,銷售額,百萬元,49267,76259
2016,基隆市,運輸及倉儲業,銷售額,百萬元,10917,23653
2016,宜蘭縣,運輸及倉儲業,銷售額,百萬元,6318,2542
2016,新竹市,運輸及倉儲業,銷售額,百萬元,2993,4642
2016,新竹縣,運輸及倉儲業,銷售額,百萬元,4393,5706
2016,苗栗縣,運輸及倉儲業,銷售額,百萬元,4229,1502
2016,彰化縣,運輸及倉儲業,銷售額,百萬元,9916,3435
2016,南投縣,運輸及倉儲業,銷售額,百萬元,3714, 
2016,雲林縣,運輸及倉儲業,銷售額,百萬元,4316,7600
2016,嘉義市,運輸及倉儲業,銷售額,百萬元,3046,1821
2016,嘉義縣,運輸及倉儲業,銷售額,百萬元,2290, 
2016,屏東縣,運輸及倉儲業,銷售額,百萬元,3524, 
2016,澎湖縣,運輸及倉儲業,銷售額,百萬元,1013, 
2016,花蓮縣,運輸及倉儲業,銷售額,百萬元,3326,1996
2016,臺東縣,運輸及倉儲業,銷售額,百萬元,1469, 
2016,金門縣,運輸及倉儲業,銷售額,百萬元,1381,2266
2016,連江縣,運輸及倉儲業,銷售額,百萬元,382, 
2016,總計,住宿及餐飲業,銷售額,百萬元,442287,179895
2016,臺北市,住宿及餐飲業,銷售額,百萬元,106858,97682
2016,新北市,住宿及餐飲業,銷售額,百萬元,52752,8580
2016,桃園縣,住宿及餐飲業,銷售額,百萬元,36990,14256
2016,臺中市,住宿及餐飲業,銷售額,百萬元,56505,14607
2016,臺南市,住宿及餐飲業,銷售額,百萬元,32740,4718
2016,高雄市,住宿及餐飲業,銷售額,百萬元,49435,13064
2016,基隆市,住宿及餐飲業,銷售額,百萬元,5203, 
2016,宜蘭縣,住宿及餐飲業,銷售額,百萬元,8054,4014
2016,新竹市,住宿及餐飲業,銷售額,百萬元,10636,3230
2016,新竹縣,住宿及餐飲業,銷售額,百萬元,8996,3581
2016,苗栗縣,住宿及餐飲業,銷售額,百萬元,6824, 
2016,彰化縣,住宿及餐飲業,銷售額,百萬元,12732,873
2016,南投縣,住宿及餐飲業,銷售額,百萬元,8668,3228
2016,雲林縣,住宿及餐飲業,銷售額,百萬元,5390, 
2016,嘉義市,住宿及餐飲業,銷售額,百萬元,7025, 
2016,嘉義縣,住宿及餐飲業,銷售額,百萬元,4299, 
2016,屏東縣,住宿及餐飲業,銷售額,百萬元,11484,4059
2016,澎湖縣,住宿及餐飲業,銷售額,百萬元,2031, 
2016,花蓮縣,住宿及餐飲業,銷售額,百萬元,8344,2801
2016,臺東縣,住宿及餐飲業,銷售額,百萬元,5747,1798
2016,金門縣,住宿及餐飲業,銷售額,百萬元,1295, 
2016,連江縣,住宿及餐飲業,銷售額,百萬元,276,0
2016,總計,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,119942,944914
2016,臺北市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,64357,682383
2016,新北市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,18461,73378
2016,桃園縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,4786,9796
2016,臺中市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,9945,37095
2016,臺南市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,4055,15684
2016,高雄市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,7552,34421
2016,基隆市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,514, 
2016,宜蘭縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,557, 
2016,新竹市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,2564,22748
2016,新竹縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,1886,19914
2016,苗栗縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,711, 
2016,彰化縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,983, 
2016,南投縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,628, 
2016,雲林縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,599, 
2016,嘉義市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,465, 
2016,嘉義縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,394, 
2016,屏東縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,580, 
2016,澎湖縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,95, 
2016,花蓮縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,398, 
2016,臺東縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,149, 
2016,金門縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,249, 
2016,連江縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,13, 
2016,總計,金融及保險業,銷售額,百萬元,203068,2074204
2016,臺北市,金融及保險業,銷售額,百萬元,69303,1724942
2016,新北市,金融及保險業,銷售額,百萬元,29139,73103
2016,桃園縣,金融及保險業,銷售額,百萬元,10751,47520
2016,臺中市,金融及保險業,銷售額,百萬元,20389,74065
2016,臺南市,金融及保險業,銷售額,百萬元,13192,24703
2016,高雄市,金融及保險業,銷售額,百萬元,20913,56095
2016,基隆市,金融及保險業,銷售額,百萬元,2513,2728
2016,宜蘭縣,金融及保險業,銷售額,百萬元,1884,5943
2016,新竹市,金融及保險業,銷售額,百萬元,3555,15087
2016,新竹縣,金融及保險業,銷售額,百萬元,3166,7093
2016,苗栗縣,金融及保險業,銷售額,百萬元,2533,4384
2016,彰化縣,金融及保險業,銷售額,百萬元,7603,10006
2016,南投縣,金融及保險業,銷售額,百萬元,2604,3591
2016,雲林縣,金融及保險業,銷售額,百萬元,3155,5933
2016,嘉義市,金融及保險業,銷售額,百萬元,2814,5120
2016,嘉義縣,金融及保險業,銷售額,百萬元,1166,4259
2016,屏東縣,金融及保險業,銷售額,百萬元,4295,4813
2016,澎湖縣,金融及保險業,銷售額,百萬元,422, 
2016,花蓮縣,金融及保險業,銷售額,百萬元,2044,3240
2016,臺東縣,金融及保險業,銷售額,百萬元,1362,954
2016,金門縣,金融及保險業,銷售額,百萬元,255, 
2016,連江縣,金融及保險業,銷售額,百萬元, ,0
2016,總計,不動產業,銷售額,百萬元,230233,830276
2016,臺北市,不動產業,銷售額,百萬元,55848,401453
2016,新北市,不動產業,銷售額,百萬元,31969,138395
2016,桃園縣,不動產業,銷售額,百萬元,21066,48204
2016,臺中市,不動產業,銷售額,百萬元,34214,111614
2016,臺南市,不動產業,銷售額,百萬元,15236,19260
2016,高雄市,不動產業,銷售額,百萬元,20906,58464
2016,基隆市,不動產業,銷售額,百萬元,1124, 
2016,宜蘭縣,不動產業,銷售額,百萬元,4921,1929
2016,新竹市,不動產業,銷售額,百萬元,6795,12188
2016,新竹縣,不動產業,銷售額,百萬元,6114,17098
2016,苗栗縣,不動產業,銷售額,百萬元,4188,3561
2016,彰化縣,不動產業,銷售額,百萬元,8286,4359
2016,南投縣,不動產業,銷售額,百萬元,1925, 
2016,雲林縣,不動產業,銷售額,百萬元,3521,1997
2016,嘉義市,不動產業,銷售額,百萬元,3751,2254
2016,嘉義縣,不動產業,銷售額,百萬元,1476, 
2016,屏東縣,不動產業,銷售額,百萬元,2335,1189
2016,澎湖縣,不動產業,銷售額,百萬元,639,0
2016,花蓮縣,不動產業,銷售額,百萬元,2958, 
2016,臺東縣,不動產業,銷售額,百萬元,1373,1056
2016,金門縣,不動產業,銷售額,百萬元,1589,977
2016,連江縣,不動產業,銷售額,百萬元, ,0
2016,總計,專業、科學及技術服務業,銷售額,百萬元,213510,491667
2016,臺北市,專業、科學及技術服務業,銷售額,百萬元,99315,253503
2016,新北市,專業、科學及技術服務業,銷售額,百萬元,33154,45031
2016,桃園縣,專業、科學及技術服務業,銷售額,百萬元,13892,24522
2016,臺中市,專業、科學及技術服務業,銷售額,百萬元,23194,14143
2016,臺南市,專業、科學及技術服務業,銷售額,百萬元,8137,3087
2016,高雄市,專業、科學及技術服務業,銷售額,百萬元,15062,28592
2016,基隆市,專業、科學及技術服務業,銷售額,百萬元,1132, 
2016,宜蘭縣,專業、科學及技術服務業,銷售額,百萬元,1539, 
2016,新竹市,專業、科學及技術服務業,銷售額,百萬元,3793,497
2016,新竹縣,專業、科學及技術服務業,銷售額,百萬元,3615,83080
2016,苗栗縣,專業、科學及技術服務業,銷售額,百萬元,987, 
2016,彰化縣,專業、科學及技術服務業,銷售額,百萬元,2376,31670
2016,南投縣,專業、科學及技術服務業,銷售額,百萬元,1156,1680
2016,雲林縣,專業、科學及技術服務業,銷售額,百萬元,1552,0
2016,嘉義市,專業、科學及技術服務業,銷售額,百萬元,1018, 
2016,嘉義縣,專業、科學及技術服務業,銷售額,百萬元,887,0
2016,屏東縣,專業、科學及技術服務業,銷售額,百萬元,1097, 
2016,澎湖縣,專業、科學及技術服務業,銷售額,百萬元,46,0
2016,花蓮縣,專業、科學及技術服務業,銷售額,百萬元,643, 
2016,臺東縣,專業、科學及技術服務業,銷售額,百萬元,566,0
2016,金門縣,專業、科學及技術服務業,銷售額,百萬元,264,0
2016,連江縣,專業、科學及技術服務業,銷售額,百萬元,87,0
2016,總計,支援服務業,銷售額,百萬元,147708,392444
2016,臺北市,支援服務業,銷售額,百萬元,34990,314652
2016,新北市,支援服務業,銷售額,百萬元,21802,456
2016,桃園縣,支援服務業,銷售額,百萬元,17910,383
2016,臺中市,支援服務業,銷售額,百萬元,19588,13394
2016,臺南市,支援服務業,銷售額,百萬元,7650,15612
2016,高雄市,支援服務業,銷售額,百萬元,18885,19477
2016,基隆市,支援服務業,銷售額,百萬元,1646,5127
2016,宜蘭縣,支援服務業,銷售額,百萬元,1529, 
2016,新竹市,支援服務業,銷售額,百萬元,3582,802
2016,新竹縣,支援服務業,銷售額,百萬元,2868,824
2016,苗栗縣,支援服務業,銷售額,百萬元,2204, 
2016,彰化縣,支援服務業,銷售額,百萬元,3338,4131
2016,南投縣,支援服務業,銷售額,百萬元,1216, 
2016,雲林縣,支援服務業,銷售額,百萬元,1560, 
2016,嘉義市,支援服務業,銷售額,百萬元,1548, 
2016,嘉義縣,支援服務業,銷售額,百萬元,1290,0
2016,屏東縣,支援服務業,銷售額,百萬元,2068, 
2016,澎湖縣,支援服務業,銷售額,百萬元,825,0
2016,花蓮縣,支援服務業,銷售額,百萬元,1446, 
2016,臺東縣,支援服務業,銷售額,百萬元,960,0
2016,金門縣,支援服務業,銷售額,百萬元,759,0
2016,連江縣,支援服務業,銷售額,百萬元,43,0
2016,總計,教育業,銷售額,百萬元,10985,5018
2016,臺北市,教育業,銷售額,百萬元,3870,2165
2016,新北市,教育業,銷售額,百萬元,1114,0
2016,桃園縣,教育業,銷售額,百萬元,700,0
2016,臺中市,教育業,銷售額,百萬元,1658, 
2016,臺南市,教育業,銷售額,百萬元,682,1213
2016,高雄市,教育業,銷售額,百萬元,1476,0
2016,基隆市,教育業,銷售額,百萬元,30,1004
2016,宜蘭縣,教育業,銷售額,百萬元,63,0
2016,新竹市,教育業,銷售額,百萬元,415,0
2016,新竹縣,教育業,銷售額,百萬元,123,0
2016,苗栗縣,教育業,銷售額,百萬元,65,0
2016,彰化縣,教育業,銷售額,百萬元,182,0
2016,南投縣,教育業,銷售額,百萬元,57,0
2016,雲林縣,教育業,銷售額,百萬元,94,0
2016,嘉義市,教育業,銷售額,百萬元,181,0
2016,嘉義縣,教育業,銷售額,百萬元,20,0
2016,屏東縣,教育業,銷售額,百萬元,150, 
2016,澎湖縣,教育業,銷售額,百萬元,13,0
2016,花蓮縣,教育業,銷售額,百萬元,48,0
2016,臺東縣,教育業,銷售額,百萬元,38,0
2016,金門縣,教育業,銷售額,百萬元,8,0
2016,連江縣,教育業,銷售額,百萬元, ,0
2016,總計,醫療保健及社會工作服務業,銷售額,百萬元,2730,25087
2016,臺北市,醫療保健及社會工作服務業,銷售額,百萬元,1091,3063
2016,新北市,醫療保健及社會工作服務業,銷售額,百萬元,262, 
2016,桃園縣,醫療保健及社會工作服務業,銷售額,百萬元,134,0
2016,臺中市,醫療保健及社會工作服務業,銷售額,百萬元,231, 
2016,臺南市,醫療保健及社會工作服務業,銷售額,百萬元,181, 
2016,高雄市,醫療保健及社會工作服務業,銷售額,百萬元,281, 
2016,基隆市,醫療保健及社會工作服務業,銷售額,百萬元,40,117
2016,宜蘭縣,醫療保健及社會工作服務業,銷售額,百萬元,28,259
2016,新竹市,醫療保健及社會工作服務業,銷售額,百萬元,36,0
2016,新竹縣,醫療保健及社會工作服務業,銷售額,百萬元,147,0
2016,苗栗縣,醫療保健及社會工作服務業,銷售額,百萬元,5,0
2016,彰化縣,醫療保健及社會工作服務業,銷售額,百萬元,72,0
2016,南投縣,醫療保健及社會工作服務業,銷售額,百萬元,28,0
2016,雲林縣,醫療保健及社會工作服務業,銷售額,百萬元,20,0
2016,嘉義市,醫療保健及社會工作服務業,銷售額,百萬元,20,0
2016,嘉義縣,醫療保健及社會工作服務業,銷售額,百萬元, ,0
2016,屏東縣,醫療保健及社會工作服務業,銷售額,百萬元,52,0
2016,澎湖縣,醫療保健及社會工作服務業,銷售額,百萬元, ,0
2016,花蓮縣,醫療保健及社會工作服務業,銷售額,百萬元,79,0
2016,臺東縣,醫療保健及社會工作服務業,銷售額,百萬元,19,0
2016,金門縣,醫療保健及社會工作服務業,銷售額,百萬元, ,0
2016,連江縣,醫療保健及社會工作服務業,銷售額,百萬元,0,0
2016,總計,藝術、娛樂及休閒服務業,銷售額,百萬元,55881,35525
2016,臺北市,藝術、娛樂及休閒服務業,銷售額,百萬元,14649,17570
2016,新北市,藝術、娛樂及休閒服務業,銷售額,百萬元,8027,100
2016,桃園縣,藝術、娛樂及休閒服務業,銷售額,百萬元,4185,1728
2016,臺中市,藝術、娛樂及休閒服務業,銷售額,百萬元,6535,1992
2016,臺南市,藝術、娛樂及休閒服務業,銷售額,百萬元,3678,1331
2016,高雄市,藝術、娛樂及休閒服務業,銷售額,百萬元,6049,3802
2016,基隆市,藝術、娛樂及休閒服務業,銷售額,百萬元,932,1024
2016,宜蘭縣,藝術、娛樂及休閒服務業,銷售額,百萬元,1071, 
2016,新竹市,藝術、娛樂及休閒服務業,銷售額,百萬元,1174, 
2016,新竹縣,藝術、娛樂及休閒服務業,銷售額,百萬元,1198, 
2016,苗栗縣,藝術、娛樂及休閒服務業,銷售額,百萬元,924, 
